position,rec_id,year,country,commodity,location,fac_name,fac_type,dmslat,dmslong,latitude,longitude,precision,mm,op_comp,maininvest,othinvest,status,capacity,units,notes,cite
1,5028,2003,Algeria,ammonia,"Alzofert, Arzew",nan,Plant,"35° 51' 06"" ","000° 19' 17""",35.852,-0.321,,,Le groupe ASMIDAL,nan,nan,closed,,t / yr,,851
2,5029,2003,Algeria,ammonia,"Fertial, Annaba",nan,Plant,"36° 54' 00"" ","007° 46' 00""",36.9,7.767,,,Le groupe ASMIDAL,nan,nan,active,,t / yr,,851
4,5031,2003,Algeria,gold,Tirek,nan,Mine,,,21.267,2.783,,S,Enterprise D'Exploitation des Mines D'or (ENOR),nan,nan,active,800.0,t / yr,,851
5,5032,2003,Algeria,barite,"Ain Mimoun, Boucaid, Mellal",nan,Mine,"35° 53' 28"" ","001° 37' 11""",35.891,1.62,,,"Société des Mines de Baryte d'Algérie s.p.a. (Entreprise Nationale des Produits Miniers Non Ferreux & des Substances Utiles, s.p.a.)",nan,nan,active,,t / yr,,851
6,5033,2003,Algeria,bentonite,"Maghnia, M'Zila areas",nan,Quarry,"34° 50' 50"" ","001° 43' 43""",34.847,-1.729,,S,"Société des Bentonites d'Algérie s.p.a. (Entreprise Nationale des Produits Miniers Non Ferreux & des Substances Utiles, s.p.a.)",nan,nan,active,,t / yr,,851
7,5034,2003,Algeria,bentonite,Mostaganem,nan,Plant,"35° 56' 00"" ","000° 05' 25""",35.933,0.09,,,"Société des Bentonites d'Algérie s.p.a. (Entreprise Nationale des Produits Miniers Non Ferreux & des Substances Utiles, s.p.a.)",nan,nan,active,,t / yr,,851
8,5035,2003,Algeria,bentonite,"Roussel, Boughrara",nan,Quarry,"37° 00' 35"" ","006° 23' 01""",37.01,6.384,,S,"Société des Bentonites d'Algérie s.p.a. (Entreprise Nationale des Produits Miniers Non Ferreux & des Substances Utiles, s.p.a.)",nan,nan,active,,t / yr,,851
9,5036,2003,Algeria,cadmium,Ghazaouet,nan,nan,"35° 06' 00"" ","001° 51' 00""",35.1,-1.85,,,"Société Algérienne du Zinc (Enterprise Nationale de Métallurgie et de Transformation des Métaux Non Ferreux, s.p.a., 100%)",nan,nan,active,200.0,t / yr,,851
10,5037,2003,Algeria,cement,Aïn Touta,nan,nan,"35° 22' 36"" ","005° 53' 46""",35.374,5.896,,,"Société des Ciments d'Aïn-Touta (Enterprise des Ciments et Derives de l'Est, 100%)",nan,nan,active,,t / yr,,851
11,5038,2003,Algeria,cement,Aïn-Kébira,nan,nan,"34° 50' 00"" ","000° 06' 00""",34.833,-0.1,,,"Société des Ciments d'Aïn-Kébira (Enterprise des Ciments et Derives de l'Est, 100%)",nan,nan,active,,t / yr,,851
12,5039,2003,Algeria,cement,Bekkouche,nan,nan,"36° 41' 55"" ","007° 18' 24""",36.699,7.307,,,"Société des Ciments de Tébessa (Enterprise des Ciments et Derives de l'Est, 100%)",nan,nan,active,,t / yr,,851
13,5040,2003,Algeria,cement,Beni-Saf,nan,nan,"35° 18' 13"" ","001° 22' 51""",35.304,-1.381,,,Entreprise des Ciments et Dérivés de l'Ouest,nan,nan,active,,t / yr,,851
14,5041,2003,Algeria,cement,Chlef,nan,nan,"36° 09' 53"" ","001° 20' 05""",36.165,1.335,,,Entreprise des Ciments et Dérivés d'Ech,nan,nan,active,,t / yr,,851
15,5042,2003,Algeria,cement,Hamma-Bouziane,nan,nan,"35° 27' 00"" ","001° 27' 00""",35.45,1.45,,,"Société des Ciments de Hamma-Bouziane (Enterprise des Ciments et Derives de l'Est, 100%)",nan,nan,active,,t / yr,,851
16,5043,2003,Algeria,cement,Meftah,nan,nan,"36° 37' 10"" ","003° 13' 31""",36.619,3.225,,,Entreprise des Ciments et Dérivés du Centre,nan,nan,active,,t / yr,,851
17,5044,2003,Algeria,cement,M'Sila,nan,nan,"35° 42' 21"" ","004° 32' 31""",35.706,4.542,,,"Algerian Cement Co. (Orascom Construction Industries S.A., 100%)1",nan,nan,active,,t / yr,,851
19,5046,2003,Algeria,cement,Saïda,nan,nan,"34° 50' 00"" ","000° 09' 00""",34.833,0.15,,,Entreprise des Ciments et Dérivés de l'Ouest,nan,nan,active,,t / yr,,851
21,5048,2003,Algeria,cement,Tébessa,nan,nan,"35° 24' 15"" ","008° 07' 27""",35.404,8.124,,,"Société des Ciments de Tébessa (Enterprise des Ciments et Derives de l'Est, 100%)",nan,nan,active,,t / yr,,851
22,5049,2003,Algeria,cement,Zahana,nan,nan,"35° 31' 15"" ","000° 24' 29""",35.521,-0.408,,,Entreprise des Ciments et Dérivés de l'Ouest,nan,nan,active,,t / yr,,851
23,5050,2003,Algeria,coke,El Hadjar,nan,nan,"36° 48' 17"" ","007° 44' 18""",36.805,7.738,,,"Ispat Annaba s.p.a. (Mittal Steel Co., 70%)",nan,nan,active,,t / yr,,851
24,5051,2003,Algeria,diatomite,"Tahalait, Sig",nan,Quarry,"35° 31' 40"" ","000° 11' 43""",35.528,-0.195,,S,"Société des Diatomites d'Algérie s.p.a. (Entreprise Nationale des Produits Miniers Non Ferreux & des Substances Utiles, s.p.a.)",nan,nan,active,,t / yr,,851
25,5052,2003,Algeria,iron,Bou Khadra,nan,Mine,,,35.75,8.05,,,Enterprise Nationale de Fer et de Phosphates (FERPHOS),nan,nan,active,,t / yr,,851
26,5053,2003,Algeria,iron,Ouenza,nan,Mine,,,35.95,8.12,,,Enterprise Nationale de Fer et de Phosphates (FERPHOS),nan,nan,active,,t / yr,,851
27,5054,2003,Algeria,gypsum,Chettaba,nan,nan,"36° 21' 45"" ","006° 34' 06""",36.363,6.568,,,"Unité Chaux de Chettaba (Société des Produits Dérivés de l'Est, 100%)",nan,nan,active,,t / yr,,851
28,5055,2003,Algeria,mercury,"Ismail, Skikda area; M'Rasma",nan,Mine,,,36.88,7.9,,,L'Entreprise Nationale et des Produits Miniers Non-ferreux des Substances Utiles (ENOF),nan,nan,closed,,t / yr,,851
30,5057,2003,Algeria,phosphate,Djebel Onk,nan,Mine,,,34.717,8.0,,S,Enterprise Nationale de Fer et de Phosphates (FERPHOS),nan,nan,active,,t / yr,,851
31,5058,2003,Algeria,phosphate,El-Kouif,nan,Mine,,,35.5,8.32,,,Enterprise Nationale de Fer et de Phosphates (FERPHOS),nan,nan,active,,t / yr,,851
33,5060,2003,Algeria,pozzolana,Beni-Saf,nan,Mine,,,35.3,-1.37,,,Enterprise Nationale de Fer et de Phosphates (FERPHOS),nan,nan,active,,t / yr,,851
34,5061,2003,Algeria,salt - refined,"El Outaya, Biskra",nan,Refinery,"34° 51' 00"" ","005° 44' 00""",34.85,5.733,,,Enterprise Nationale d'Exploitation des Carrières de Sels Industriels et Domestiques et Commercialisation des Sels s.p.a,nan,nan,active,,t / yr,,851
35,5062,2003,Algeria,salt - rock,"El Outaya, Biskra",nan,nan,"34° 51' 00"" ","005° 44' 00""",34.85,5.733,,,Enterprise Nationale d'Exploitation des Carrières de Sels Industriels et Domestiques et Commercialisation des Sels s.p.a,nan,nan,active,,t / yr,,851
36,5063,2003,Algeria,silicon,Béthioua,nan,nan,"35° 48' 09"" ","000° 15' 40""",35.803,-0.261,,S,Enterprise Nationale d'Exploitation des Carrières de Sels Industriels et Domestiques et Commercialisation des Sels s.p.a,nan,nan,active,,t / yr,,851
37,5064,2003,Algeria,salt - solar,Bouziane,nan,nan,"35° 48' 00"" ","004° 08' 00""",35.8,4.133,,S,Enterprise Nationale d'Exploitation des Carrières de Sels Industriels et Domestiques et Commercialisation des Sels s.p.a,nan,nan,active,,t / yr,,851
38,5065,2003,Algeria,salt - solar,El Oued,nan,nan,"36° 10' 59"" ","006° 23' 14""",36.183,6.387,,S,Enterprise Nationale d'Exploitation des Carrières de Sels Industriels et Domestiques et Commercialisation des Sels s.p.a,nan,nan,active,,t / yr,,851
39,5066,2003,Algeria,salt - solar,Guergour Lamri,nan,nan,"36° 56' 43"" ","006° 34' 08""",36.945,6.569,,S,Enterprise Nationale d'Exploitation des Carrières de Sels Industriels et Domestiques et Commercialisation des Sels s.p.a,nan,nan,active,,t / yr,,851
40,5067,2003,Algeria,salt - solar,Oum el Bouaghi,nan,nan,"35° 52' 39"" ","007° 06' 49""",35.877,7.114,,S,Enterprise Nationale d'Exploitation des Carrières de Sels Industriels et Domestiques et Commercialisation des Sels s.p.a,nan,nan,active,,t / yr,,851
41,5068,2003,Algeria,salt - solar,Sétif Ouled,nan,nan,"36° 11' 29"" ","005° 24' 34""",36.191,5.409,,S,Enterprise Nationale d'Exploitation des Carrières de Sels Industriels et Domestiques et Commercialisation des Sels s.p.a,nan,nan,active,,t / yr,,851
42,5069,2003,Algeria,salt - solar,Zouaï,nan,nan,"36° 39' 00"" ","008° 06' 00""",36.65,8.1,,S,Enterprise Nationale d'Exploitation des Carrières de Sels Industriels et Domestiques et Commercialisation des Sels s.p.a,nan,nan,active,,t / yr,,851
43,5070,2003,Algeria,salt - solar,nan,nan,nan,"35° 41' 28"" ","000° 38' 30""",35.691,-0.642,,,Enterprise Nationale d'Exploitation des Carrières de Sels Industriels et Domestiques et Commercialisation des Sels s.p.a,nan,nan,active,,t / yr,,851
44,5071,2003,Algeria,steel - crude,"El Hadjar, Annaba",nan,Plant,"36° 48' 17"" ","007° 44' 18""",36.805,7.738,,,"Ispat Annaba s.p.a. (Mittal Steel Co., 70%)",nan,nan,active,,t / yr,,851
45,5072,2003,Algeria,steel - crude,"El Hadjar, Annaba",nan,Plant,"36° 48' 17"" ","007° 44' 18""",36.805,7.738,,,"Ispat Annaba s.p.a. (Mittal Steel Co., 70%)",nan,nan,active,,t / yr,,851
46,5073,2003,Algeria,steel - processed,"El Hadjar, Annaba",nan,Mill,"36° 48' 17"" ","007° 44' 18""",36.805,7.738,,,"Ispat Annaba s.p.a. (Mittal Steel Co., 70%)",nan,nan,active,,t / yr,,851
47,5074,2003,Algeria,steel - processed,El Hadjar,nan,Plant,"36° 48' 17"" ","007° 44' 18""",36.805,7.738,,,Société Algérienne de Fabrication Tubes en Spirale,nan,nan,active,,t / yr,,851
48,5075,2003,Algeria,steel - processed,"El Hadjar, Annaba",nan,Mill,"36° 48' 17"" ","007° 44' 18""",36.805,7.738,,,"Ispat Annaba s.p.a. (Mittal Steel Co., 70%)",nan,nan,active,,t / yr,,851
49,5076,2003,Algeria,steel - processed,"El Hadjar, Annaba",nan,Mill,"36° 48' 17"" ","007° 44' 18""",36.805,7.738,,,"Ispat Annaba s.p.a. (Mittal Steel Co., 70%)",nan,nan,active,,t / yr,,851
50,5077,2003,Algeria,steel - processed,Ghardaia,nan,Plant,"32° 29' 00"" ","003° 40' 00""",32.483,3.667,,,"Entreprise Nationale de Tubes et de Transformation de Produits Plats (Groupe Industriel Sider, 100%)",nan,nan,active,,t / yr,,851
51,5078,2003,Algeria,steel - processed,"El Hadjar, Annaba",nan,Mill,"36° 48' 17"" ","007° 44' 18""",36.805,7.738,,,"Ispat Annaba s.p.a. (Mittal Steel Co., 70%)",nan,nan,active,,t / yr,,851
52,5079,2003,Algeria,zinc,Gazaouet,nan,Refinery,,,35.1,-0.85,,,"Société Algérienne du Zinc (Enterprise Nationale de Métallurgie et de Transformation des Métaux Non Ferreux, 100%)",nan,nan,active,,t / yr,,851
53,5080,2003,Algeria,zinc,Kherzet Youcef,nan,Mine,,,35.89,6.41,,,"Entreprise Nationale des Produits Miniers Non Ferreux & des Substances Utiles, s.p.a.",nan,nan,closed,,t / yr,,851
54,5081,2003,Algeria,"zinc, lead","El Abed, Oued Zounder",nan,Mine,,,34.6,-0.3,,,Enterprise Nationale de Fer et de Phosphates (FERPHOS),nan,nan,closed,,t / yr,,851
56,5083,2003,Angola,gold,Luali River area,nan,Mine,"04° 35' 00"" ","012° 43' 00""",-4.583,12.717,,S,artisanal,nan,nan,active,,kg / yr,,851
57,5084,2003,Angola,cement,Luanda,nan,Plant,,,-8.83,14.23,,,"Nova Cimangola S.A.R.L.(Scanang Holding Co., 49%, Government, 39.8%, and Bank BAI, 9.5%)",nan,nan,active,,t / yr,,851
59,5086,2003,Angola,diamond,Alto Cuilo,nan,Mine,,,-10.05,15.167,,S,"Petra Diamonds Limited (through its subsidiary Petra Diamonds Alto Cuilo Ltd.), 36%",nan,nan,active,,carats / yr,,851
60,5087,2003,Angola,diamond,Calonda,nan,Mine,"08° 28' 00"" ","020° 33' 00""",-8.467,20.55,,S,"Sociedade Mineira do Lucapa Ltda. (Endiama, 51%; Sociedade Portuguesa de Empreendimentos, 49%)",nan,nan,active,,carats / yr,,851
61,5088,2003,Angola,diamond,Camafuca-Camazambo,nan,Mine,,,-8.42,21.75,,S,Sociedade Mineira do Camafuca Lda. (SouthernEra Diamonds Inc. of Canada; Government and Welox Ltd. of Israel,nan,nan,active,,carats / yr,,851
62,5089,2003,Angola,diamond,Cassanguidi,nan,Mine,"07° 29' 00"" ","021° 18' 00""",-7.483,21.3,,S,"SouthernEra Resources, Ltd. (Canada) 51%, Endiama 20%, Sociedade Miniera Do Lucopa 15%,  Comica 7%",nan,nan,active,,carats / yr,,851
63,5090,2003,Angola,diamond,Catoca,nan,Mine,,,-10.15,15.92,,S,"Sociedade Mineira de Catoca Ltda. [Almazy Rossii-Sakha Joint Stock (Alrosa), 32.8%; Leviev Group, 18%; Odebretch Mining Services Inc., 16.4%]",nan,nan,active,,carats / yr,,851
66,5093,2003,Angola,diamond,Dando Cuanza,nan,Mine,"11° 14' 00"" ","017° 25' 00""",-11.233,17.417,,S,"operator: RandGold & Exploration Co. Ltd., 20% interest",nan,nan,active,,carats / yr,,851
68,5095,2003,Angola,diamond,Luanda,nan,Plant,,,-8.83,14.23,,,DeBeers,nan,nan,active,,carats / yr,,851
69,5096,2003,Angola,diamond,Luarica,nan,Mine,"14° 45' 00"" ","014° 20' 00""",-8.75,20.333,,S,"Trans Hex Group Limited, 35%",nan,nan,active,,carats / yr,,851
70,5097,2003,Angola,diamond,Luo,nan,Mine,,,-9.45,21.48,,S,"Energem Resources Inc., 48%;[Almazy Rossii-Sakha Joint Stock (Alrosa), Espiritu Santo Bank of Portugal",nan,nan,active,,carats / yr,,851
71,5098,2003,Angola,diamond,Luxinge,nan,Mine,"07° 49' 00"" ","021° 04' 00""",-7.817,21.067,,S,"operator: Randgold & Exploration Co. Ltd., 24% interest",nan,nan,active,,carats / yr,,851
72,5099,2003,Angola,diamond,Luzamba,nan,Mine,"09° 29' 00"" ","018° 34' 00""",-8.83,17.9,,S,"Sociedade de Desenvolvimento Mineiro (Odebretch Mining Services Inc., 50%; Government, 50%)",nan,nan,active,,carats / yr,,851
73,5100,2003,Angola,diamond,Mufuto North,nan,Mine,"11° 18' 00"" ","020° 49' 00""",-11.3,20.817,,S,"Sociedade Mineira do Lucapa Ltda. (Endiama, 51%; Sociedade Portuguesa de Empreendimentos, 49%)",nan,nan,active,,carats / yr,,851
74,5101,2003,Angola,diamond,Tazua,nan,Mine,,,-8.52,18.83,,S,"SDM (Ashton Mining Ltd, Endiama, Odebrecht)",nan,nan,active,,carats / yr,,851
75,5102,2003,Angola,diamond,Yetwene,nan,Mine,,,-8.42,21.75,,S,"Energem Resources Inc., 48%;[Almazy Rossii-Sakha Joint Stock (Alrosa), Espiritu Santo Bank of Portugal",nan,nan,active,,carats / yr,,851
76,5103,2003,Angola,iron,Cassinga,nan,Mine,,,-15.0,17.0,,,nan,nan,nan,active,,t / yr,,851
77,5104,2003,Angola,granite,southern Huíla Province,nan,Quarry,"15° 20' 00"" ","015° 00' 00""",-15.333,15.0,,S,Angostone Construction and Ornamental Rocks Ltda.,nan,nan,active,,cubic meters/yr,,851
78,5105,2003,Angola,granite,southern Huíla Province,nan,Quarry,"15° 20' 00"" ","015° 00' 00""",-15.333,15.0,,S,Rorangol Ltda.,nan,nan,active,,t / yr,,851
79,5106,2003,Angola,granite,southern Huíla Province,nan,Quarry,"15° 20' 00"" ","015° 00' 00""",-15.333,15.0,,S,Granang,nan,nan,active,,t / yr,,851
80,5107,2003,Angola,petroleum,Lobito,nan,Refinery,"12° 20' 53"" ","013° 32' 44""",-12.348,13.546,,,Sociedade Nacional de Petróleos de Angola (Sonangol),nan,nan,active,,42 gallon barrels / yr,,851
81,5108,2003,Angola,petroleum,Luanda,nan,Refinery,"07° 54' 00"" ","015° 33' 00""",-7.9,15.55,,,Sociedade Nacional de Petróleos de Angola (Sonangol),nan,nan,active,,42 gallon barrels / yr,,851
83,5110,2003,Angola,red granite,Cunene Province,nan,Quarry,"16° 00' 00"" ","016° 00' 00""",-16.0,16.0,,S,Angostone Construction and Ornamental Rocks Ltda.,nan,nan,active,,cubic meters/yr,,851
84,5111,2003,Angola,salt,Benguela,nan,Mine,"12° 34' 42"" ","013° 24' 26""",-12.578,13.407,,S,nan,nan,nan,active,,t / yr,,851
85,5112,2003,Angola,stone,Namibe,nan,Plant,"15° 11' 46"" ","012° 09' 08""",-15.196,12.152,,S,Rorangol Ltda.,nan,nan,active,,t / yr,,851
86,5113,2003,Bahrain,aluminum,Rolling mill at Sitra,nan,Mill,,,26.15,50.617,,S,Gulf Aluminium Rolling Mill B.S.C.  (Government of  Bahrain),nan,nan,active,,t / yr,,851
87,5114,2003,Bahrain,aluminum,Smelter at Sitra,nan,Smelter,,,26.15,50.617,,S,Aluminium Bahrain B.S.C. (Government),nan,nan,active,,t / yr,,851
88,5115,2003,Bahrain,cement,Clinker mills at Muharroq,nan,Mill,,,26.257,50.612,,S,Hundai Cement Factory,nan,nan,active,,t / yr,,851
89,5116,2003,Bahrain,iron ore,Pellet plant at Al-Hidd,nan,Plant,,,26.246,50.654,,,Gulf Industrial Investment Co.,nan,nan,active,,t / yr,,851
90,5117,2003,Bahrain,fertilizer - ammonia,Sitra,nan,Plant,,,26.15,50.617,,,Gulf Petrochemical Industries Co.,nan,nan,active,,t / yr,,851
91,5118,2003,Bahrain,fertilizer - urea,Sitra,nan,Plant,,,26.15,50.617,,S,Gulf Petrochemical Industries Co.,nan,nan,active,,t / yr,,851
92,5119,2003,Bahrain,methanol,Sitra,nan,Plant,,,26.15,50.617,,,Gulf Petrochemical Industries Co.,nan,nan,active,,t / yr,,851
93,5120,2003,Bahrain,sulfur,Sitra,nan,Well,,,26.15,50.617,,,"Bahrain Petroleum Co., B.S.C. (Closed) (Government)",nan,nan,active,,t / yr,,851
98,5125,2003,Botswana,clay,Lobatse,nan,nan,"25° 13' 00"" ","025° 40' 00""",-25.217,25.667,,,Lobatse Clay Works (Proprietary) Ltd.,nan,nan,active,,t / yr,,851
99,5126,2003,Botswana,clay,Makoro,nan,nan,"22° 12' 00"" ","026° 33' 00""",-22.2,26.55,,,Makoro Brick and Tile (Proprietary) Ltd.,nan,nan,active,,t / yr,,851
100,5127,2003,Botswana,coal,Morupule,nan,nan,"24° 40' 00"" ","025° 55' 00""",-24.667,25.917,,U,"Morupule Colliery (Proprietary) Ltd. (Anglo American Corp. of South Africa Ltd. and related firms, 93.3%)",nan,nan,active,,t / yr,,851
101,5128,2003,Botswana,diamond,Damtshaa,nan,Mine,"21° 25' 00"" ","025° 35' 00""",-21.417,25.583,,S,"Debswana Diamond Co. (Proprietary) Ltd.   (Government, 50%; De Beers Centenary  AG, 50%)",nan,nan,active,670.0,carats / yr,,851
102,5129,2003,Botswana,diamond,Jwaneng,nan,Mine,"24° 35' 00"" ","024° 42' 00""",-24.583,24.7,,S,"Debswana Diamond Co. (Proprietary) Ltd.   (Government, 50%; De Beers Centenary  AG, 50%)",nan,nan,active,,carats / yr,,851
103,5130,2003,Botswana,diamond,Letlhakane,nan,Mine,"21° 25' 00"" ","025° 35' 00""",-21.417,25.583,,S,"Debswana Diamond Co. (Proprietary) Ltd.   (Government, 50%; De Beers Centenary  AG, 50%)",nan,nan,active,,carats / yr,,851
104,5131,2003,Botswana,diamond,Orapa,nan,Mine,"21° 17' 00"" ","025° 22' 00""",-21.283,25.367,,S,"Debswana Diamond Co. (Proprietary) Ltd.   (Government, 50%; De Beers Centenary  AG, 50%)",nan,nan,active,,carats / yr,,851
105,5132,2003,Botswana,diamond,Tswapong,nan,Mine,"22° 38' 00"" ","027° 30' 00""",-22.633,27.5,,S,"Tswapong Mining Co. (Proprietary) Ltd. (De BeersProspecting Botswana Ltd., 85%)",nan,nan,active,3.0,carats / yr,,851
106,5133,2003,Botswana,gemstone - semiprecious,"Bobonong, Selebi-Phikwe area",nan,nan,"21° 58' 00"" ","028° 20' 00""",-21.967,28.333,,S,Masa Precious Stones (Proprietary) Ltd.,nan,nan,active,,kg / yr,,851
107,5134,2003,Botswana,gemstone - semiprecious,Pilane,nan,Plant,"24° 27' 00"" ","026° 08' 00""",-24.45,26.133,,,Agate Botswana (Proprietary) Ltd.,nan,nan,active,,kg / yr,,851
109,5136,2003,Botswana,"nickel, copper, cobalt",Phoenix,nan,Mine,"21° 10' 00"" ","027° 31' 00""",-21.167,27.517,,S,"Tati Nickel Mining Co. (Proprietary) Ltd. (LionOre Mining International Ltd., 85%)",nan,nan,active,,"t / yr, kg / yr",,851
110,5137,2003,Botswana,"nickel, copper, cobalt",Selebi-Phikwe,nan,Mine,"22° 01' 00"" ","027° 50' 00""",-22.017,27.833,,U,"BCL Ltd. (Botswana RST Ltd., 85%)",nan,nan,active,,t / yr,,851
111,5138,2003,Botswana,salt,Sua Pan,nan,nan,"20° 03' 00"" ","026° 12' 00""",-20.05,26.2,,S,"Botswana Ash (Proprietary) Ltd. (Government, 50%; Anglo American Corp. of South Africa Ltd., 50%)",nan,nan,active,,t / yr,,851
112,5139,2003,Botswana,soda ash,Sua Pan,nan,nan,"20° 03' 00"" ","026° 12' 00""",-20.05,26.2,,S,"Botswana Ash (Proprietary) Ltd. (Government, 50%; Anglo American Corp. of South Africa Ltd., 50%)",nan,nan,active,,t / yr,,851
121,5148,2003,Cameroon,alumina,Edea,nan,Mill,"03° 48' 00"" ","010° 08' 00""",3.8,10.133,,,"Société de Camérounaise de Transformation de l'Aluminium (Alcan Inc., 53%)",nan,nan,active,,t / yr,,851
122,5149,2003,Cameroon,aluminum,Edea,nan,nan,"03° 48' 00"" ","010° 08' 00""",3.8,10.133,,,"Société de Camérounaise de Transformation de l'Aluminium (Alcan Inc., 53%)",nan,nan,active,,t / yr,,851
123,5150,2003,Cameroon,cement,Bonaberi near Douala and Figuil at Garoua,nan,Mill,"05° 08' 00"" ","014° 00' 00""",5.133,14.0,,,"Cimentaries du Cameroun (Lafarge Group, 57%)",nan,nan,active,,t / yr,,851
124,5151,2003,Cameroon,diamond,Various locations,nan,nan,"04° 18' 00"" ","014° 41' 00""",4.3,2.683,,,Artisanal,nan,nan,active,,carats / yr,,851
126,5153,2003,Cameroon,limestone,Figuil,nan,nan,,,8.86,13.11,,,Cinencam,nan,nan,active,,t / yr,,851
127,5154,2003,Cameroon,marble,Nord Province,nan,nan,"08° 24' 00"" ","014° 10' 00""",8.4,2.167,,,Cinencam,nan,nan,active,,t / yr,,851
128,5155,2003,Cameroon,petroleum products,Refinery at Limbe,nan,Refinery,"04° 00' 46"" ","009° 13' 13""",4.013,9.22,,,"Société Nationale de Raffinage  (Government, 66%)",nan,nan,active,,t / yr,,851
129,5156,2003,Cameroon,petroleum - crude,"About 21 oilfields, which included Bavo, Ekoundou Horst, Eloundou,Eloundou Nord Marine, Ekoundou Sud, Itindi, and Kombo Centre",nan,nan,"04° 00' 00"" ","012° 13' 00""",4.0,12.217,,,"Total Exploration and Production Cameroun (Total S.A., 100%)",nan,nan,active,,42 gallon barrels / day,,851
130,5157,2003,Cameroon,petroleum - crude,"Makoko Northeast, Makoko-Anana and makoko South Marine Fields; Lipenja",nan,nan,"02° 51' 00"" ","014° 31' 00""",2.85,14.517,,,"Pecten Cameroon Co.  (Pecten International, 80%)",nan,nan,active,,42 gallon barrels / yr,,851
131,5158,2003,Cameroon,petroleum - crude,Moudi and Kribi Fields,nan,nan,,,9.8,13.5,,,Pecten Cameroon Co.,nan,nan,active,,42 gallon barrels / yr,,851
132,5159,2003,Cameroon,pozzolana,Sud-Ouest and Littoral Provinces,nan,nan,"04° 27' 16"" ","009° 57' 56""",4.454,3.966,,,Cinencam,nan,nan,active,,t / yr,,851
133,5160,2003,Cameroon,aluminum,Smelter at Edea,nan,Smelter,"03° 48' 00"" ","010° 08' 00""",3.8,10.133,,,"Société de Camérounaise de Transformation de l'Aluminium (Alcan Inc., 53%)",nan,nan,active,,t / yr,,851
218,5245,2003,Egypt,fertilizer - urea,Abu Qir B,nan,nan,"31° 18' 2"" N",030° 09'  E,31.31,30.16,,,"Abu Qir Fertilizer & Chemical Industries Co., (private and public interests, 80.9% Egyptian General Petroleum Corp., 19.1%)",nan,nan,active,,t / yr,,851
219,5246,2003,Egypt,aluminum,Nag Hammadi,nan,Smelter,,,26.05,33.25,,,Aluminium Co. of Egypt,nan,nan,active,,t / yr,,851
220,5247,2003,Egypt,carbon,Alexandria,nan,nan,"31° 11' 5"" N",029° 55'  E,31.2,29.92,,,Alexandria Carbon Black Co.,nan,nan,active,,t / yr,,851
221,5248,2003,Egypt,cement,Ain Sukhna,nan,nan,"29° 35' 0"" N",032° 21'  E,29.58,32.35,,,Suez Cement Co.,nan,nan,active,,t / yr,,851
223,5250,2003,Egypt,cement,Assiut,nan,nan,"27° 10' 5"" N",031° 10'  E,27.18,31.18,,,Asiut Cement Co.,nan,nan,active,,t / yr,,851
224,5251,2003,Egypt,cement,Beni Suef,nan,nan,"29° 03' 0"" N",031° 02'  E,29.05,31.03,,,National Cement Co.,nan,nan,active,,t / yr,,851
225,5252,2003,Egypt,cement,El Mex,nan,nan,"31° 09' 0""",029° 51'  E,31.15,29.85,,,Alexandria Portland Cement Co.,nan,nan,active,,t / yr,,851
226,5253,2003,Egypt,cement,El Minya,nan,nan,"29° 44' 41"" ","031° 17' 52""",29.745,31.298,,,Helwan Portland Cement Co.,nan,nan,active,,t / yr,,851
227,5254,2003,Egypt,cement,El Tabbin,nan,nan,"29° 47' 0"" N",031° 18'  E,29.78,31.3,,,National Cement Co.,nan,nan,active,,t / yr,,851
228,5255,2003,Egypt,cement,Helwan,nan,nan,"29° 51' 0""",031° 20'  E,29.85,31.33,,,Helwan Portland Cement Co.,nan,nan,active,,t / yr,,851
230,5257,2003,Egypt,iron,El Dikheila plant,nan,Plant,"31° 08' 0"" N",029° 49'  E,31.13,29.82,,,"Alexandria National Iron and Steel Co. (Government, 100%)",nan,nan,active,,t / yr,,851
231,5258,2003,Egypt,iron,Helwan steel plant,nan,Plant,29° 51' 0  N,031° 20'  E,29.85,31.33,,,"Egyptian Iron and Steel Co., Hadisolb. (Government, 100%)",nan,nan,active,,t / yr,,851
232,5259,2003,Egypt,fertilizer - ammonia,Abu  Qir A,nan,nan,"27° 55' 5""",030° 50'  E,27.93,30.84,,,"Abu Qir Fertilizer & Chemical Industries Co., (private and public interests, 80.9% Egyptian General Petroleum Corp., 19.1%)",nan,nan,active,,t / yr,,851
233,5260,2003,Egypt,fertilizer - ammonia,Abu Qir B,nan,nan,"31° 18' 2""",030° 09'  E,31.31,30.16,,,"Abu Qir Fertilizer & Chemical Industries Co., (private and public interests, 80.9% Egyptian General Petroleum Corp., 19.1%)",nan,nan,active,,t / yr,,851
234,5261,2003,Egypt,fertilizer - ammonia,Abu Qir C,nan,nan,"31° 18' 2"" N",030° 09'  E,31.31,30.16,,,"Abu Qir Fertilizer & Chemical Industries Co., (private and public interests, 80.9% Egyptian General Petroleum Corp., 19.1%)",nan,nan,active,,t / yr,,851
235,5262,2003,Egypt,fertilizer - ammonia,Kima,nan,nan,"31° 03' 01""",031° 22'  E,31.05,31.37,,,Egyptian Chemical Industries (Government 100%),nan,nan,active,,t / yr,,851
